objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
cities868,"Wallace National Bank. Wallace, Idaho.",1912-08-19,,"Doctor C.R. Mowery and H.C. Mowery and dental offices upstairs. Also based in building are the Kozy Korner Rooms, Wallace Drug Co., Solberg's Men's Furnishings, and Gibb Jewelry store.",Wallace,47.472294,-115.924142,main streets; banks,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-3c,Mrs. Helen Deshler,6.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities868.jpg,image,/objects/cities868.jpg,/objects/small/cities868_sm.jpg,/objects/thumbs/cities868_th.jpg
cities869,"Old Court Building. Wallace, Idaho.",1913,,"Shows the Murphy Lucas Clothing Co., old court rooms, Otto Huelleman Tailor shop, and North Idaho Telephone Co.",Wallace,47.471619,-115.922378,courthouses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-3d,Mrs. Helen Deshler,6.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities869.jpg,image,/objects/cities869.jpg,/objects/small/cities869_sm.jpg,/objects/thumbs/cities869_th.jpg
cities870,"Portion of Bank Street. Wallace, Idaho.",1910,,First National Bank in foreground,Wallace,47.471596,-115.923898,main streets; central business districts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-3e,Mrs. Helen Deshler,4.75x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities870.jpg,image,/objects/cities870.jpg,/objects/small/cities870_sm.jpg,/objects/thumbs/cities870_th.jpg
cities872,"Interior of showroom. C.E. Haines Ford Garage. Wallace, Idaho.",1920,,,Wallace,47.471615,-115.923883,interiors; automobile showrooms,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-3f,Mrs. Helen Deshler,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities872.jpg,image,/objects/cities872.jpg,/objects/small/cities872_sm.jpg,/objects/thumbs/cities872_th.jpg
cities875,"Interior of Barnard Studio. Wallace, Idaho.",1905,yes,,Wallace,47.472011,-115.923911,interiors; photography studios (organizations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-3i,Elma Ray,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities875.jpg,image,/objects/cities875.jpg,/objects/small/cities875_sm.jpg,/objects/thumbs/cities875_th.jpg
cities876,"6th Street, looking south. Wallace, Idaho.",1890,,"Buildings identified: Northern Pacific Depot, Grand Central Hotel, Carter Hotel, Hanley's Hotel, Arments Hotel, Bank and I.M.",Wallace,47.473877,-115.924033,panoramas; railroad stations; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-4a,,4.5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities876.jpg,image,/objects/cities876.jpg,/objects/small/cities876_sm.jpg,/objects/thumbs/cities876_th.jpg
cities877,"View of 6th Street, looking north after 4th of July horse race. Wallace, Idaho.",1890,,"Locations identified: Bank corner, J.M.H. Building, Hanley's Hotel, Arment's Hotel, Liberty Pole, electric light, telephone, Northern Pacific Depot",Wallace,47.471136,-115.923754,main streets; parades,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-4b,,4.25x7.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities877.jpg,image,/objects/cities877.jpg,/objects/small/cities877_sm.jpg,/objects/thumbs/cities877_th.jpg
cities880,"Idaho Bean Co. and elevator. Troy, Idaho.",1920,yes,,Troy,46.731989,-116.764745,grain elevators,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-02,H.C. Schupfer,6.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities880.jpg,image,/objects/cities880.jpg,/objects/small/cities880_sm.jpg,/objects/thumbs/cities880_th.jpg
cities882,"Panoramic view from the west of Wallace, Idaho.",1904,,,Wallace,47.468275,-115.928357,aerial views; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-4e,Lucy Mix Day Estate,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities882.jpg,image,/objects/cities882.jpg,/objects/small/cities882_sm.jpg,/objects/thumbs/cities882_th.jpg
cities886,"View of Wallace, Idaho with the Oregon Railroad and Navigation Company Depot and tracks in the foreground.",1890,yes,,Wallace,47.474733,-115.926007,panoramas; railroad stations; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-4j,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities886.jpg,image,/objects/cities886.jpg,/objects/small/cities886_sm.jpg,/objects/thumbs/cities886_th.jpg
cities888,"Looking southeast from Northern Pacific Depot at part of Wallace, Idaho burnt from the fire.",1890-07-01,,Taken 12 hours after the fire,Wallace,47.474312,-115.925363,panoramas; fires,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-5a,,4.5x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities888.jpg,image,/objects/cities888.jpg,/objects/small/cities888_sm.jpg,/objects/thumbs/cities888_th.jpg
cities891,"View of Wallace, Idaho 24 hours after devastated by fire.",1890-07-28,,Shows temporary construction,Wallace,47.470831,-115.919205,panoramas; fires,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-5b,,4.5x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities891.jpg,image,/objects/cities891.jpg,/objects/small/cities891_sm.jpg,/objects/thumbs/cities891_th.jpg
cities892,"Room in F.F. Johnson home decorated for the reception of President Theodore Roosevelt. Wallace, Idaho.",1903-06-22,,,Wallace,47.472354,-115.930728,interiors; houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-6,Mrs. Harry Marsh,5x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities892.jpg,image,/objects/cities892.jpg,/objects/small/cities892_sm.jpg,/objects/thumbs/cities892_th.jpg
cities893,"View of 4th of July parade looking north on 7th Street toward fire station. Wallace, Idaho.",1892,,,Wallace,47.471151,-115.922338,parades; main streets; bands (ensembles),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-7a,Richard G. Magnuson,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities893.jpg,image,/objects/cities893.jpg,/objects/small/cities893_sm.jpg,/objects/thumbs/cities893_th.jpg
cities897,"Horse-drawn delivery wagons of George K. Garrett Transfer and Coal beside the White & Bender Co.'s Warehouse. Wallace, Idaho.",1889,yes,,Wallace,47.471511,-115.922311,warehouses; horse-drawn vehicles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-079-9a,Spokane Public Library,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities897.jpg,image,/objects/cities897.jpg,/objects/small/cities897_sm.jpg,/objects/thumbs/cities897_th.jpg
cities916,"Distant view of Pierce, Idaho.",1903,,,Pierce,46.49164,-115.79946,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-085-2,Nez Perce County Historical Society,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities916.jpg,image,/objects/cities916.jpg,/objects/small/cities916_sm.jpg,/objects/thumbs/cities916_th.jpg
cities917,"Panoramic view of Pierce, Idaho.",1893,yes,,Pierce,46.49164,-115.79946,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-085-2b,Idaho State Historical Society,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities917.jpg,image,/objects/cities917.jpg,/objects/small/cities917_sm.jpg,/objects/thumbs/cities917_th.jpg
cities918,"Distant view of Pierce, Idaho.",1893,yes,,Pierce,46.49164,-115.79946,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-085-2c,Idaho State Historical Society,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities918.jpg,image,/objects/cities918.jpg,/objects/small/cities918_sm.jpg,/objects/thumbs/cities918_th.jpg
cities919,"Troy Garage. Troy, Idaho.",1918,,"L-R: Bob Bell, Sam Lewis, Bookie Nelson, Shorty Mikelbust, ?, Stuffy Harris (by gas barrel)",Troy,46.734631,-116.76725,service stations,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-04a,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities919.jpg,image,/objects/cities919.jpg,/objects/small/cities919_sm.jpg,/objects/thumbs/cities919_th.jpg
cities920,"Street scene. Pierce, Idaho.",1897,yes,Original negative at Washington State University,Pierce,46.489239,-115.799632,main streets; houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-085-3a,Idaho State Historical Society,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities920.jpg,image,/objects/cities920.jpg,/objects/small/cities920_sm.jpg,/objects/thumbs/cities920_th.jpg
cities927,"L.H. Hatch house. Franklin, Idaho.",1886,yes,First house built in Idaho?,Franklin,42.015053,-111.804321,houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-088-1,Publications Dept.,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities927.jpg,image,/objects/cities927.jpg,/objects/small/cities927_sm.jpg,/objects/thumbs/cities927_th.jpg
cities930,"Russell, Idaho.",1901,,,Russell,48.512711,-116.930013,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-090-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities930.jpg,image,/objects/cities930.jpg,/objects/small/cities930_sm.jpg,/objects/thumbs/cities930_th.jpg
cities931,"Ramey's Mill on Murphy Place. Russell, Idaho.",1901,,,Russell,48.512711,-116.930013,sawmills; animals,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-090-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities931.jpg,image,/objects/cities931.jpg,/objects/small/cities931_sm.jpg,/objects/thumbs/cities931_th.jpg
cities932,"View of Greer, Idaho from Greer Grade.",1901,,,Greer,46.389649,-116.175249,panoramas; mountains; rivers houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities932.jpg,image,/objects/cities932.jpg,/objects/small/cities932_sm.jpg,/objects/thumbs/cities932_th.jpg
cities933,"Interior of butcher shop showing Alfred and Art Flint. Range Market. Troy, Idaho.",1914,,,Troy,46.735373,-116.768323,interiors; butcher shops,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-04b,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities933.jpg,image,/objects/cities933.jpg,/objects/small/cities933_sm.jpg,/objects/thumbs/cities933_th.jpg
cities935,Wagon pulled by team and men on porch in front of Erb Brothers General Store.,1901,,,Greer,46.389649,-116.175249,wagons; general stores,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-2,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities935.jpg,image,/objects/cities935.jpg,/objects/small/cities935_sm.jpg,/objects/thumbs/cities935_th.jpg
cities936,"Erickson's Mill. Reubens, Idaho.",1902,,,Reubens,46.32529,-116.535587,sawmills; animals,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-092-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities936.jpg,image,/objects/cities936.jpg,/objects/small/cities936_sm.jpg,/objects/thumbs/cities936_th.jpg
cities937,"Greer Ferry run by Jack Greer. Greer, Idaho.",1901,,,Greer,46.389753,-116.176161,ferries,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-091-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities937.jpg,image,/objects/cities937.jpg,/objects/small/cities937_sm.jpg,/objects/thumbs/cities937_th.jpg
cities938,"Group gathered in front of Westlake Hotel for camp meeting. Westlake, Idaho.",1902,,,Westlake,46.122432,-116.508202,hotels (public accommodations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-1,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities938.jpg,image,/objects/cities938.jpg,/objects/small/cities938_sm.jpg,/objects/thumbs/cities938_th.jpg
cities939,Group gathered for baptizing in Lawyer's Canyon.,1902,,,Lawyer's Canyon,46.188558,-116.396155,baptizing,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-2,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities939.jpg,image,/objects/cities939.jpg,/objects/small/cities939_sm.jpg,/objects/thumbs/cities939_th.jpg
cities941,"Sunday school picnic. Westlake, Idaho.",1901,,,Westlake,46.122432,-116.508202,picnic areas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-093-3,George Wells,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities941.jpg,image,/objects/cities941.jpg,/objects/small/cities941_sm.jpg,/objects/thumbs/cities941_th.jpg
cities946,"Armistice Day Parade. Troy, Idaho.",1918,,"Man holding U.S. flag is Mr. Weaver, a Civil War veteran",Troy,46.734278,-116.766617,main streets; parades; seamen; soldiers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05a,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities946.jpg,image,/objects/cities946.jpg,/objects/small/cities946_sm.jpg,/objects/thumbs/cities946_th.jpg
cities947,"Portion of Juliaetta, Idaho showing brewery site.",1906,,,Juliaetta,46.578073,-116.713697,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-095-2,Mrs. Maeci Nye,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities947.jpg,image,/objects/cities947.jpg,/objects/small/cities947_sm.jpg,/objects/thumbs/cities947_th.jpg
cities948,"Panoramic view of Juliaetta, Idaho.",1894,,,Juliaetta,46.578073,-116.713697,panoramas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-095-3,Mrs. Maeci Nye,4.5x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities948.jpg,image,/objects/cities948.jpg,/objects/small/cities948_sm.jpg,/objects/thumbs/cities948_th.jpg
cities974,"Men with horses in front of Idaho Livery. Vollmer, Idaho.",1913,,"C.A. Christenson, proprietor. Vollmer later became Craigmont, Idaho",Vollmer,46.243434,-116.464477,horses; livery,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-098-1a,Edgar Newhard,5.5x8.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities974.jpg,image,/objects/cities974.jpg,/objects/small/cities974_sm.jpg,/objects/thumbs/cities974_th.jpg
cities985,"4th of July parade looking west on Main Street. Mohler, Idaho.",1908,yes,,Mohler,46.289915,-116.34617,main streets; parades; horses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-1b,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities985.jpg,image,/objects/cities985.jpg,/objects/small/cities985_sm.jpg,/objects/thumbs/cities985_th.jpg
cities986,"Main street looking east. Mohler, Idaho.",1908,yes,"School in foreground, Christian church in background, longest building center right is general store",Mohler,46.289915,-116.34617,main streets,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-1,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities986.jpg,image,/objects/cities986.jpg,/objects/small/cities986_sm.jpg,/objects/thumbs/cities986_th.jpg
cities987,"Mohler Blacksmith Shop. Mohler, Idaho.",1908,yes,Men working in shop: S.J. Doggett and john Collins?,Mohler,46.288751,-116.347672,interiors; smithies; blacksmith,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-2a,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities987.jpg,image,/objects/cities987.jpg,/objects/small/cities987_sm.jpg,/objects/thumbs/cities987_th.jpg
cities988,"Two views of Mohler Times Building. Mohler, Idaho.",1908,yes,,Mohler,46.288751,-116.347672,storefronts,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-100-2b,Mrs. Iver Longeteig,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities988.jpg,image,/objects/cities988.jpg,/objects/small/cities988_sm.jpg,/objects/thumbs/cities988_th.jpg
cities993,Henry Weeks and Abe Weeks with hunting dogs.,1919,yes,,Troy,46.735388,-116.76932,hunters (people); dogs; houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-06a,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities993.jpg,image,/objects/cities993.jpg,/objects/small/cities993_sm.jpg,/objects/thumbs/cities993_th.jpg
cities994,"Armistice Day? Parade. Troy, Idaho.",1918,,"Automobiles, a float and groups of people",Troy,46.736719,-116.769277,main streets; parades; automobiles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-077-05g,Clyde Spencer,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities994.jpg,image,/objects/cities994.jpg,/objects/small/cities994_sm.jpg,/objects/thumbs/cities994_th.jpg
